,asset_number,title,department,manufacturer,manufacturer_model_number,manufacturer_serial_number,vendor,vendor_catalog_number,purchase_order_number,portable,asset_description,intended_use,process_range,classification,new_SOP,new_logbooks,calibration_required,calibration_justification_no,calibration_description,calibration_frequency,maintenance_required,maintenance_justification_no,maintenance_description,maintenance_frequency,scan_attached,scan_file,tier_level,qual_val_needed,validation_justification_no,validation_description,protocol_number,comments
1251,1687,Viable Air Sampler,QC,MBV,DA-100 NT,110111,EMD Millipore,1091910001,33529,Yes,Viable Air Sampler,Use for Environmental Monitoring to detect viable air organisms,0-2000L (Acceleron range 500L-1000L),GMP,No,Yes,Yes,N/A,100 SLPM +/- 3.5% ,CAL-12,No,No moving parts to PM,N/A,N/A,Yes,1687_Air Sampler_CAL Cert_May16.pdf,Tier 3,Yes,N/A,N/A,16013-IOQ,IOQ is to be performed internally prior to GMP use
1252,1688,Balance Analytical Weight Set,AD,Tromner,7727-0W,4000018559,Tromner,N/A,33544,Yes,Analytical balance calibration weight set (5 mg - 100 g),To calibrate weighing balances in the AD department ,5 mg - 100 g,GMP,No,Yes,Yes,N/A,Manufacturer's specifications from 5mg to 100g ,CAL-12,No,No moving parts to PM,N/A,N/A,Yes,1688_AD Weight Set_CAL Cert_May16.pdf,Tier 3,No,N/A,N/A,N/A,N/A
1253,1689,Mettler Toledo Floor Scale,MF,Mettler Toledo,2888 Deckmate,B618412770,Mettler Toledo,2888 Deckmate,33317,Yes,"A portable (wheels) stainless steel floor scale measuring 24""x24"" inches.", Measuring weight in GMP processes.,-300kg to 300kg +/- 0.1kg,GMP,No,No,Yes,N/A,Per Manufacturer's recommendations: 0.0 kg to 250.0 kg +/- 0.2kg,CAL-6,Yes,N/A,"Clean scales after calibration by vendor (semi-annually) with Septihol or equivalent. 

Clean scales at the end of each working day per MF031 by equipment owner with Septihol or equivalent. ",PM-6,Yes,1689_MF Floor Scale_CAL Cert_May16.pdf,Tier 3,No,N/A,N/A,N/A,N/A
1254,1690,DDM2911 Densitometer,QC,Rudolph Research Analytical,DDM2911,DDM3855,Rudolph Research Analytical,DDM2911,33425,No,DDM2911 Densitometer,"Density and specific gravity measurement for Drug Substance, Raw Materials and Formulations development.",N/A,GMP,Yes,Yes,Yes,N/A,"Manufacturer provided re-qualification annually - including 2 NIST traceable standards 

Equipment user will also perform calibration/verification prior to each use ",CAL-12,Yes,N/A,manufacturer provided PM annually ,PM-12,Yes,Rudolph_Densitomer IOQ_1690_Jun16.pdf,Tier 3,Yes,N/A,N/A,16015-IOQ,IQ/OQ/PQ performed by the vendor per manufacturer's requirements
1255,1691,Sartorius Stedim Biowelder,MF,Sartorius Stedim,16370,RW1225,Sartorius Stedim,16370,N/A,Yes,Sartorius Stedim Biowelder,"Sterile welding of tubing to be used for liquid transfers in the GMP process steps. This will be used as a backup to our existing units. This unit could impact the sterility of the Wave bag, bioreactor, and harvest steps of the cell culture process.",N/A,GMP,No,No,Yes,N/A,(1) Depyrogenation Temp: >400°C for time >5 seconds (2) Ref. Temp. between 225°C & 255°C for time >10 seconds,CAL-6,Yes,N/A,(1) Inspect unit (2) Clean IR sensor (3) Clean internal parts with compressed air (4) Inspect latch bearing (5) Perform and verify test welds,PM-6,Yes,1691_Sartorius Biowelder Backup_CAL Cert_May16.pdf,Tier 2,No,N/A,N/A,N/A,N/A
1256,1692,2-8C Refrigerator,MF,Revco,RGL7504A24,0155462201160525,Thermo Scientific,RGL7504A24,33731,No,2-8C Refigerator.,The unit will store purification process intermediates at 2-8C.,2-8C,GMP,No,Yes,Yes,N/A,5.0C +/- 1.0C,CAL-6,Yes,N/A,"(1) Inspect compressor operation (2) Clean compressor compartment, condenser and fan blades (3) Check all seals, gaskets, latches, hinges (4) Check backup alarm battery (5) Check amperage and voltage at compressor (6) Inspect all relays",PM-6,Yes,1692_2-8C Triple Door Fridge_Cal Cert_JUN16.pdf,Tier 1,Yes,N/A,N/A,16014-IOQ,"A full installation qualification as well as temperature mapping studies (24-hour empty chamber, power outage, door opening) are conducted as part of the operational qualification prior to GMP use. "
1257,1694,Refridgerated Centrivap Concentrator,AD,Labconco,Refridgerated Centrivap Concentrator,090198914B,Labconco,7310020,N/A,Yes,Refridgerated Centrivap Concentrator,To dry purified glycans at low temperatures to prevent degradation as part of TM151,-4 to 100 C,GMP,No,No,Yes,N/A,"500, 2000, 4500 rpm +/- 5%, +/- 2 C. +/- 1 min",CAL-6,Yes,N/A,"1. Check unit voltage and amperage
2. Check refrigeration system
3. Inspect rotors for pittance or imbalance
4. Check lid latch safety for proper operation
5. Check gaskets, seals, latches and hinges
6. Check cycle timer",PM-6,Yes,1694_Refrigerated Concentrator_11oct2018.pdf,Tier 3,No,N/A,N/A,N/A,N/A
1258,1696,Climet Particle Counter,QC,Climet,CI-450T,166373,Climet,95045101,33531,Yes,Climet Particle Counter,Instrument to support QC EM program to monitor Total Particulates in GMP spaces,0.3um to 5.0um (Acceleron range 0.5um to 5.0um),GMP,No,Yes,Yes,N/A,"In conformance with ISO 21501-4.
Size calibration, count efficiency (0.5µm +/- 8nm); resolution testing (50LPM =<15%), false count rate testing (50 LPM: 4.0 counts)",CAL-12,No,No moving parts to PM in this instrument,N/A,N/A,Yes,1696_Climet_Cal Cert_JUN16.pdf,Tier 3,Yes,N/A,N/A,16017-IOQ,"Installation requirements including documentation review, calibration/PM verification, utility verification and operational qualification requirements suc"
1259,1703,Timer,QC,Control Company,62344-641,160434222,VWR,62344-641,34109,Yes,Timer,Record time in GMP assays,00:00:00 to 99:99:99,GMP,No,No,No,Timer will be discarded after its calibration expires on 11May2018.,N/A,N/A,No,No maintenance is required for a tier 4 timer,N/A,N/A,Yes,1703_Timer Cal Cert_JUL2016.pdf,Tier 4,No,N/A,N/A,N/A,N/A
1260,1708,Vi-Cell Cell Counter,MF,Beckman Coulter,383556,AZ23430,Beckman Coulter,383556,34175,No,Cell counter and cell viability analyzer,Perform cell counting and cell viability measurements,N/A,GMP,No,Yes,Yes,N/A,"- Measure power supply on J2 of the power supply, record values
- verify the optics and sample cell are clean from dust or blemishes
- verify the average light intensity is within 205+/-15
- verify front panel LED
- verify carousel alignment.  Ensure sample cup stops as close as possible within center of the cup sensing zone in all positions. 
-verify aspiration tube length.  Ensure aspiration tubing reaches the bottom of the cup in all positions
- Verify sipper arm alignment.  Ensure sipper arm metal portion is centered in the guide hole as it goes down. 
- verify total count / ml (concentration) is within 10% of assay value during instrument performance test",CAL-12,Yes,N/A,"1. Clean and inspect the chassis to ensure a good and clean condition.
2. Inspect the video and computer cables to ensure they are connected and in good
condition.
3. Check tubing for deterioration or kinks.
4. Replace the syringe (once each year) as part of the annual certification.
5. Verify the syringe connection (top) to the distribution valve is finger tight.
6. Verify the syringe lock is rotated full left and locked in place.
7. Ensure syringe plunger bottom screw is tight.
8. Verify the distribution valve fittings are tight.",PM-12,Yes,1708_ViCell Cal Cert_AUG2016.pdf,Tier 2,Yes,N/A,N/A,16016-IOQ,Vendor provided IOQ/V-check was performed successfully 
1261,1710,Unit Heater (UH-5),FAC,Trane,UHSB2801TAA00000000,F16G33292,LC Anderson,N/A,34767,No,Steam/Hot Water Unit Heater in 128 Grey Space Plenum (UH-5),Provides heating to keep the plenum of the 128 Sidney Grey Space area from freezing ,"Operating Pressure: 150psi, Output: 209,100 btu/hr, Max output temp: 200F",GMP,No,No,No,"Heaters do not get calibrated, only PM is done ",N/A,N/A,Yes,N/A,"1.) Motor: Check motor mounts, current and vibration
2.) Fan Blade: Inspect, check fan rotation and vibration
3.) Housing: clean dirt from surfaces, check mountings
4.) Plumbing: inspect, check pipe fittings, connections and signs of corrosion",PM-6,Yes,1710_Unit Heater -5 _Install doc_sep2016.pdf,Tier 3,No,N/A,N/A,N/A,N/A
1262,1711,1290 Agilent HPLC,QC,Agilent,1290- Pump Model #G7104A,DEBAX00765,Agilent,N/A,34103,No,1290 Agilent HPLC,This unit is intended to run GMP assays in support of manufacturing process,N/A,GMP,No,Yes,Yes,N/A,Requalification Annually to include calibration/PM by manufacturer,CAL-12,Yes,N/A,Requalification Annually to include calibration/PM by manufacturer,PM-12,No (Calibration/Maintenance Not Required),,Tier 1,Yes,N/A,N/A,16018-IOP,IQ/OQ has been completed successfully by vendor (Agilent); annual OQ will be performed thereafter.
1263,1713,32 kg Mettler Toledo Balance,MF,Mettler Toledo,XS32000L,B634918777,Mettler Toledo,XS32000L,34876,Yes,32 kg Mettler Toledo Balance,Weighing GxP materials,"32 kg, 1 g readibility",GMP,No,No,Yes,N/A,"Standard Mettler Toledo benchtop balance calibration
- Eccentricity - 4 corners 
- Sensitivity 
- Linearity (Absolute Method)
- Repeatability ",CAL-6,Yes,N/A,Wipe balance down with 70% IPA or equivalent,PM-6,Yes,1713_Balance_MT_Sep2016.pdf,Tier 3,No,N/A,N/A,N/A,Only installation/calibration is required prior to use according to manufacturer's recommendations
1264,1716,20-200 microliter pipet,AD,Eppendorf,022472054,3635048,Eppendorf,N/A,N/A,Yes,20-200 microliter adjustable pipet,"Method development, method transfer to QC, test of process development samples",N/A,GMP,No,No,Yes,N/A,Level 4 (As Found & As Left) Calibration & PM,CAL-6,Yes,N/A,Level 4 (As Found & As Left) Calibration & PM,PM-6,Yes,1716_Pipette in AD_JAN17.pdf,Tier 4,No,N/A,N/A,N/A,N/A
1265,1718,100-1000 microliter pipet (Rainin),AD,Rainin,17008653,I1100580G,Rainin,N/A,N/A,Yes,100-1000 microliter adjustable classic pipet,"Method development, method transfer to QC, process development analysis",N/A,GMP,No,No,Yes,N/A,Level 4 (As Found & As Left) Calibration & PM,CAL-6,Yes,N/A,Level 4 (As Found & As Left) Calibration & PM,PM-6,Yes,1718_Pipette in AD_JAN17.pdf,Tier 4,No,N/A,N/A,N/A,N/A
1266,1720,10-100 microliter adjustable pipet,AD,Eppendorf,022472003,2885738,Eppendorf,N/A,N/A,Yes,10-100 microliter adjustable pipet,"Method development, test method transfer to QC, process development sample analysis",N/A,GMP,No,No,Yes,N/A,Level 4 (As Found & As Left) Calibration & PM,CAL-6,Yes,N/A,Level 4 (As Found & As Left) Calibration & PM,PM-6,Yes,1720_Pipette in AD_JAN17.pdf,Tier 4,No,N/A,N/A,N/A,N/A
1267,1723,Pipettor,PB,VWR,VWR VE20,642731320,VWR,89079-964,35248,Yes,VWR Signature Ergonomic High Performance Pipettor,General lab use to assist research and development,2-20μL,Other,No,No,No,non-GMP pipette: calibration typically done annually but not required,N/A,N/A,No,non-GMP pipette: calibration typically done annually but not required,N/A,N/A,No (Calibration/Maintenance Not Required),,Tier 4,No,N/A,N/A,N/A,N/A
1268,1724,Pipettor,PB,VWR,VWR VE20,642731319,VWR,89079-964,35248,Yes,VWR Signature Ergonomic High Performance Pipettor,General lab use to assist research and development,2-20μL,Other,No,No,No,non-GMP pipette: calibration typically done annually but not required,N/A,N/A,No,non-GMP pipette: calibration typically done annually but not required,N/A,N/A,No (Calibration/Maintenance Not Required),,Tier 4,No,N/A,N/A,N/A,N/A
1269,1725,Pipettor,PB,VWR,VWR VE200,642751560,VWR,89079-970,35248,Yes,VWR Signature Ergonomic High Performance Pipettor,General lab use to assist research and development,20-200μL,Other,No,No,No,non-GMP pipette: calibration typically done annually but not required,N/A,N/A,No,non-GMP pipette: calibration typically done annually but not required,N/A,N/A,No (Calibration/Maintenance Not Required),,Tier 4,No,N/A,N/A,N/A,N/A
1270,1726,Pipettor,PB,VWR,VWR VE200,642751412,VWR,89079-970,35248,Yes,VWR Signature Ergonomic High Performance Pipettor,General lab use to assist research and development,20-200μL,Other,No,No,No,non-GMP pipette: calibration typically done annually but not required,N/A,N/A,No,non-GMP pipette: calibration typically done annually but not required,N/A,N/A,No (Calibration/Maintenance Not Required),,Tier 4,No,N/A,N/A,N/A,N/A
1271,1727,Pipettor,PB,VWR,VWR VE1000,642762305,VWR,89079-974,35248,Yes,VWR Signature Ergonomic High Performance Pipettor,General lab use to assist research and development,100-1000μL,Other,No,No,No,non-GMP pipette: calibration typically done annually but not required,N/A,N/A,No,non-GMP pipette: calibration typically done annually but not required,N/A,N/A,No (Calibration/Maintenance Not Required),,Tier 4,No,N/A,N/A,N/A,N/A
1272,1728,Pipettor,PB,VWR,VWR VE1000,642761988,VWR,89079-974,35248,Yes,VWR Signature Ergonomic High Performance Pipettor,General lab use to assist in research and development,100-1000μL,Other,No,No,No,non-GMP pipette: calibration typically done annually but not required,N/A,N/A,No,non-GMP pipette: calibration typically done annually but not required,N/A,N/A,No (Calibration/Maintenance Not Required),,Tier 4,No,N/A,N/A,N/A,N/A
1273,1729,Wave 25 Bioreactor Rocker,MF,GE Healthcare,28988000,2119595,GE Healthcare,28988000,35583,Yes,Wave 25 Bioreactor Rocker,Perform cell growth and expansion of cells at the N-1 or N-2 cell culture step. Impact could be the delay of a production lot if equipment fails. There will be backup units available to reduce risk.,see attached file,GMP,Yes,Yes,Yes,N/A,"Calibration of load cells, weight measurement test, speed test, angle test, temperature sensor set",CAL-6,Yes,N/A,"Platform connection (tray, filter heater, pump)",PM-6,No (Calibration/Maintenance Not Required),,Tier 2,Yes,N/A,N/A,"17006-IOQ, 17007-IOQ",Vendor executed IOQ 
1274,1730,Wave 25 Bioreactor Rocker,MF,GE Healthcare,28988000,2119594,GE Healthcare,28988000,35583,Yes,Wave 25 Bioreactor Rocker,Perform cell growth and expansion of cells at the N-1 or N-2 cell culture step. Impact could be the delay of a production lot if equipment fails. There will be backup units available to reduce risk.,see attached file,GMP,Yes,Yes,Yes,N/A,"Calibration of load cells, weight measurement test, speed test, angle test, temperature sensor set",CAL-6,Yes,N/A,"Platform connection (tray, filter heater, pump)",PM-6,No (Calibration/Maintenance Not Required),,Tier 2,Yes,N/A,N/A,17007-IOQ-P,Vendor executed protocol
1275,1734,4-Channel Digital Timer,MF,Control Company,62344-641,160896458,VWR,62344-641,36084,Yes,4- channel big digit timer ,Countdown timer and clock for manufacturing processes,0-100 hours,GMP,No,No,No,Timer will be disposed after current calibration expires in NOV2018,N/A,N/A,No,Timer will be disposed after current calibration expires in NOV2018,N/A,N/A,Yes,1734_timer_Cal Cert_JAN2017.pdf,Tier 4,No,N/A,N/A,N/A,N/A
1276,1735,4-Channel Digital Timer,MF,Control Company,62344-641,160896353,VWR,62344-641,36084,Yes,4- channel big digit timer ,Countdown timer and clock for manufacturing processes,0-100 hours,GMP,No,No,No,Timer will be disposed after calibration expires in NOV2018,N/A,N/A,No,Timer will be disposed after calibration expires in NOV2018,N/A,N/A,Yes,1735_timer_Cal Cert_JAN2017.pdf,Tier 4,No,N/A,N/A,N/A,N/A
1277,1737,Priorclave Compact 40 Autoclave,MF,Priorclave,PNA/QVA/C40,4090,Priorclave,PNA/QVA/C40,31932,No,Sterilizing Autoclave,Sterilizing pH and dissolved oxygen probes for use in GMP manufacturing,>121C,GMP,Yes,Yes,Yes,N/A,122C for 30 minutes,CAL-12,Yes,N/A,See Priorclave recommended PM checklist attached,PM-12,Yes,Priorclave PM Checklist.pdf,Tier 2,Yes,N/A,N/A,17008-IOQ-P,N/A
1278,1738,Centrifuge MiniSpin,AD,Eppendorf,5452,5452FG088648,Fisher Scientific,022620100,"35,786",Yes,Bench top centrifuge,Centrifugation of samples,0-13.1 krpm,GMP,No,No,Yes,N/A,"500, 2000, 4500 rpm +/- 5%, +/- 2C, +/- 1 min",CAL-6,Yes,N/A,"(1) Check unit voltage and amperage (2) Check refrigeration system (3) Inspect Rotors for pittance or imbalance (4) Check lid latch safety for proper operation (5) Check gaeskets, seals, latches and hinges (6)Check cycle timer",PM-6,Yes,1738_Centrifuge_25apr2017.pdf,Tier 3,No,N/A,N/A,N/A,N/A
1279,1739,Multichannel 1250ul pipette,QC,Thermo,4672100,NH74312,Thermo,4672100,N/A,Yes,Multichannel 1250ul pipette,General lab use,125-1250uL,GMP,No,No,Yes,N/A,Level 4 Calibration,CAL-6,Yes,N/A,Level 4 PM,PM-6,Yes,1739_Pipette_27SEP16.pdf,Tier 4,No,N/A,N/A,N/A,N/A
1280,1740,Multichannel 1250ul pipette,QC,Thermo,4672100,NH74313,Thermo,4672100,N/A,Yes,Multichannel 1250ul pipette,General lab use,125-1250ul,GMP,No,No,Yes,N/A,Level 4 Calibration,CAL-6,Yes,N/A,Level 4 PM,PM-6,Yes,1740_Pipette_27SEP16.pdf,Tier 4,No,N/A,N/A,N/A,N/A
1281,1741,Multichannel 1250ul pipette,QC,Thermo,4672100,NH44558,Thermo,4672100,N/A,Yes,Multichannel 1250ul pipette,General lab use,125-1250ul,GMP,No,No,Yes,N/A,Level 4 Calibration,CAL-6,Yes,N/A,Level 4 PM,PM-6,Yes,1741_Pipette_06SEP16.pdf,Tier 4,No,N/A,N/A,N/A,N/A
1282,1742,Multichannel 300ul pipette,QC,Thermo,4672080,NJ00126,Thermo,4672080,N/A,Yes,Multichannel 300ul pipette,General lab use,30-300ul,GMP,No,No,Yes,N/A,Level 4 pipette calibration,CAL-6,Yes,N/A,Level 4 Pipette PM,PM-6,Yes,1742_Pipette_22DEC16.pdf,Tier 4,No,N/A,N/A,N/A,N/A
1283,1743,Multichannel 300ul pipette,QC,Thermo,4672080,NH87311,Thermo,4672080,N/A,Yes,Multichannel 300ul pipette,General l;ab use,30-300ul,GMP,No,No,Yes,N/A,Level 4 Pipette Calibration,CAL-6,Yes,N/A,Level 4 Pipette PM,PM-6,Yes,1743_Pipette_11JUL16.pdf,Tier 4,No,N/A,N/A,N/A,N/A
1284,1744,Multichannel 300ul pipette,QC,Thermo,4672080,NJ00127,Thermo,4672080,N/A,Yes,Multichannel 300ul pipette,General lab use,30-300ul,GMP,No,No,Yes,N/A,Level 4 Calibration,CAL-6,Yes,N/A,Level 4 PM,PM-6,Yes,1744_Pipette_22DEC16.pdf,Tier 4,No,N/A,N/A,N/A,N/A
1285,1745,Oxygen Sensor,QC,"Honeywell Analytics, Inc",E3SAH,SA131700023,AirGas,V89-ES1592,37226,No,E3point Standalone Gas Monitor is a toxic or combustible gas detection system,This unit will be used to determine oxygen levels in Rm220.,19.5-23.5 % oxygen,GMP,No,Yes,Yes,N/A,oxygen level calibrated to ensure it is between 19.5% - 23.5% ,CAL-6,Yes,N/A,"Inspect monitor case and sensor for cracks or other damage, clean monitor case, display and keypad",PM-6,Yes,1745_O2 monitor_04may2017.pdf,Tier 3,No,N/A,N/A,N/A,N/A
1286,1746,1746: Pipettor,PB,VWR,VWR VE100,742740170,VWR,89079-968,38801,Yes,VWR Signature Ergonomic High-Performance Pipettor,General lab use in research and development,10-100μL,Other,No,No,No,Non-GMP (R&D) pipette - calibration/PM done on as needed basis (level 2),N/A,N/A,No,Non-GMP (R&D) pipette - calibration/PM done on as needed basis (level 2),N/A,N/A,No (Calibration/Maintenance Not Required),,Tier 4,No,N/A,N/A,N/A,N/A
1287,1747,1747: Pipettor,PB,VWR,VWR VE1000,742760296,VWR,89079-974,38801,Yes,VWR Signature Ergonomic High-Performance Pipettor,General lab use to assist in research and development,100-1000,Other,No,No,No,Non-GMP (R&D) pipette - calibration/PM done on as needed basis (level 2),N/A,N/A,No,Non-GMP (R&D) pipette - calibration/PM done on as needed basis (level 2),N/A,N/A,No (Calibration/Maintenance Not Required),,Tier 4,No,N/A,N/A,N/A,N/A
